month_end,ticker,permno,weight,composite_score,normalized_composite_score,mktcap
1992-01-31,FNM,51043,0.07335010115085214,332.2,8.63,17672541.25
1992-01-31,MER,52919,0.058564850479054444,339.6,9.7,5877113.25
1992-01-31,PE,21776,0.044358570290661856,321.4,7.06,5310971.25
1992-01-31,PCG,13688,0.04183732449509524,299.5,3.87,13153014.0
1992-01-31,DGN,57592,0.031247909496008783,315.0,6.12,365699.25
1992-01-31,CPB,25320,0.02973004634882885,291.5,2.71,9475250.0
1992-01-31,JP,48485,0.029378659657038203,309.0,5.25,1824944.62
1992-01-31,CWE,20853,0.02913766636586751,294.1,3.08,8022705.5
1992-01-31,SGP,25013,0.02836321002815658,281.7,1.28,12844921.88
1992-01-31,ORCL,10104,0.026414753832844248,303.2,4.41,2558883.0
1992-01-31,CPH,53081,0.024700588384983874,301.0,4.09,2492248.0
1992-01-31,GPS,59010,0.024375373025247588,288.6,2.28,7577208.75
1992-01-31,CSX,62148,0.022970613007182145,290.8,2.6,5819700.0
1992-01-31,MAT,39538,0.022677359725633478,299.4,3.86,1989603.38
1992-01-31,CPL,23114,0.020891899104552372,292.2,2.81,4008354.0
1992-01-31,WMB,38156,0.02073156018955346,297.9,3.64,1489702.5
1992-01-31,CRR,71765,0.019161624560010446,291.4,2.69,3336714.0
1992-01-31,UST,15077,0.018167992302993954,283.7,1.57,6031284.0
1992-01-31,STJM,68591,0.017965338811122573,292.2,2.81,2296717.5
1992-01-31,RBK,91380,0.017265130947014727,289.8,2.46,2908192.0
1992-01-31,NSC,64311,0.017163135427465344,277.4,0.65,8123705.75
1992-01-31,SRR,27764,0.016314284991021236,291.7,2.73,1543785.75
1992-01-31,NKE,57665,0.016062390009737377,286.7,2.01,3523545.25
1992-01-31,PA,70519,0.01487750904634434,282.8,1.44,4489677.5
1992-01-31,BMET,18092,0.012872269921352196,284.3,1.66,2678762.5
1992-01-31,PBI,24459,0.012811950260501637,278.3,0.79,5195984.0
1992-01-31,DTE,11674,0.010244181090667801,275.8,0.42,4757732.88
1992-01-31,HON,18374,0.00890807146261649,273.2,0.04,5082375.38
1992-01-31,BCR,46877,0.008131018421467216,280.1,1.05,1692530.62
1992-01-31,CTB,27430,0.007313975598266342,278.4,0.8,1937881.0
1992-01-31,BGG,17961,0.006879168425307973,280.7,1.13,705120.0
1992-01-31,HPC,18016,0.006389938388882235,276.6,0.54,2163196.0
1992-01-31,PRD,26438,0.006353250984471108,278.3,0.79,1418530.5
1992-01-31,NEC,47028,0.005931492227043924,280.4,1.09,278484.38
1992-01-31,CA,25778,0.004467271409119952,272.9,0.0,2612741.25
1992-01-31,MST,22891,-0.0,99.1,0.96,1349411.5
1992-01-31,IIN,12570,-0.0,98.2,1.13,6635200.0
1992-01-31,KMG,25769,-0.0,97.2,2.54,1760322.0
1992-01-31,JR,61583,-0.0,95.7,1.85,1852851.0
1992-01-31,TRW,18681,-0.0,94.6,2.32,2650376.25
1992-01-31,INGR,44792,-0.0,94.2,0.0,943872.25
1992-01-31,HRS,25582,-0.0,94.1,2.4,1083637.5
1992-01-31,CGP,38893,-0.0,94.0,3.58,2451261.25
1992-01-31,DI,19254,-0.0,93.8,2.0,2584678.25
1992-01-31,BG,10866,-0.0,93.5,2.71,451831.88
1992-01-31,BFI,53786,-0.0,92.7,0.62,3360038.0
1992-01-31,RYC,64346,-0.0,92.3,3.98,1418083.38
1992-01-31,AAPL,14593,-0.0,91.1,1.98,7672227.5
1992-01-31,UTX,17830,-0.0,90.2,2.38,6172874.75
1992-01-31,MAS,34032,-0.0,90.0,2.43,4001500.0
1992-01-31,NSI,22066,-0.0,88.0,2.09,1171847.25
1992-01-31,ASN,48514,-0.0,86.4,2.6,1566298.5
1992-01-31,AAL,63845,-0.0,86.0,0.93,912385.38
1992-01-31,GCN,40838,-0.0,84.9,3.9,1483343.5
1992-01-31,GFS,32205,-0.0,82.5,2.56,1422792.0
1992-01-31,TNV,18147,-0.0,80.6,3.27,627939.5
1992-01-31,WX,15368,-0.0,80.0,3.99,6297770.0
1992-01-31,TIC,47300,-0.0,75.2,3.56,2194760.75
1992-01-31,DIGI,30067,-0.0,75.0,4.12,255259.38
1992-01-31,GR,12140,-0.0,73.8,3.07,1091985.0
1992-01-31,ACV,42083,-0.0,73.5,2.18,453654.0
1992-01-31,TDM,74617,-0.0,69.3,2.07,1409073.75
1992-01-31,AMH,60046,-0.0,67.9,4.29,1970232.25
1992-01-31,TDY,43123,-0.0,66.6,3.63,1350691.88
1992-01-31,HMX,22250,-0.0,64.5,3.69,169344.0
1992-01-31,DAL,26112,-0.0,60.9,4.19,3316847.62
1992-01-31,OG,34841,-0.0,59.8,2.8,865053.0
1992-01-31,SPP,18032,-0.0,58.7,2.2,2986470.0
1992-01-31,CHA,21397,-0.0,55.1,3.21,2369485.5
1992-01-31,CBS,20730,-0.0,50.7,4.05,1821325.0
1992-01-31,GAP,26657,-0.0,42.6,3.2,1084237.12
1992-01-31,Z,15456,-0.0,36.7,3.54,3843968.0
1992-02-29,MRK,22752,0.12791367256253752,288.9,2.34,60922377.75
1992-02-29,BMY,19393,0.08031273401431348,266.5,0.0,42095782.5
1992-02-29,FNM,51043,0.0662627984959347,331.4,6.77,16990203.75
1992-02-29,MER,52919,0.05162347891343496,344.5,8.14,5735959.88
1992-02-29,AHP,15667,0.04839392482575805,268.0,0.16,24955547.0
1992-02-29,PCG,13688,0.048136520207412214,312.4,4.79,12683263.5
1992-02-29,PE,21776,0.04403245473837667,331.4,6.77,5338207.0
1992-02-29,ORCL,10104,0.03294494446077155,319.5,5.53,2779740.0
1992-02-29,INTC,59328,0.031665877434865965,280.0,1.41,12907200.5
1992-02-29,AMD,61241,0.031626755093011404,321.5,5.74,1542085.12
1992-02-29,GPS,59010,0.028745720680226863,295.2,2.99,7221471.25
1992-02-29,SGP,25013,0.02714160673467723,273.2,0.7,12394687.5
1992-02-29,JP,48485,0.02600408953112458,309.7,4.51,1820670.75
1992-02-29,GD,12052,0.025517535241676288,306.4,4.16,2467745.62
1992-02-29,MAT,39538,0.025373163202154894,307.2,4.25,2173382.0
1992-02-29,NKE,57665,0.023771852523760545,299.3,3.42,3493634.0
1992-02-29,RBK,91380,0.02328413208989484,299.8,3.47,3101314.12
1992-02-29,SRR,27764,0.019033184199040605,297.3,3.21,1556597.25
1992-02-29,UST,15077,0.01875285689468398,280.2,1.43,6084190.0
1992-02-29,DTE,11674,0.018498169320525393,284.9,1.92,4665884.75
1992-02-29,PRD,26438,0.017805109133115442,295.2,2.99,1486968.38
1992-02-29,CPL,23114,0.01778882820899559,285.1,1.94,4239412.0
1992-02-29,NMK,24184,0.01777727257576161,291.5,2.61,2483825.0
1992-02-29,BGG,17961,0.017721198227822855,297.8,3.26,732240.0
1992-02-29,BMET,18092,0.015402388535374855,286.5,2.09,2605854.0
1992-02-29,DGN,57592,0.015219008851314988,294.3,2.9,377496.0
1992-02-29,NWL,60986,0.015155930420592106,284.7,1.9,2968728.75
1992-02-29,BCR,46877,0.013722561244741142,287.3,2.17,1506684.12
1992-02-29,NEC,47028,0.01234387425553401,289.0,2.35,319328.75
1992-02-29,ECL,70578,0.011826528600774391,286.1,2.04,840918.75
1992-02-29,CPH,53081,0.011351028512915286,278.8,1.28,2587244.0
1992-02-29,CTB,27430,0.01099500884825998,280.0,1.41,2072600.0
1992-02-29,CA,25778,0.008141600561344615,271.5,0.52,2900585.62
1992-02-29,LPX,56223,0.006034862360277655,270.8,0.45,1987697.25
1992-02-29,HPC,18016,0.004806162470632276,267.2,0.07,2327787.0
1992-02-29,BNL,19377,0.004753074060590999,269.6,0.32,1643887.0
1992-02-29,IK,15747,0.00012009196777052373,266.5,0.0,62946.0
1992-02-29,IIN,12570,-0.0,98.0,0.75,7378800.0
1992-02-29,CPQ,68347,-0.0,97.8,0.26,2564661.75
1992-02-29,NSI,22066,-0.0,97.3,1.93,1264851.0
1992-02-29,IBM,12490,-0.0,96.7,2.79,49658531.88
1992-02-29,CGP,38893,-0.0,96.5,3.26,2464162.62
1992-02-29,BG,10866,-0.0,95.2,2.53,460479.38
1992-02-29,ASN,48514,-0.0,95.1,2.06,1716263.25
1992-02-29,TRW,18681,-0.0,93.4,3.28,2796339.0
1992-02-29,MST,22891,-0.0,93.0,0.66,1501393.0
1992-02-29,MHS,46703,-0.0,91.5,2.76,1738440.25
1992-02-29,GR,12140,-0.0,89.1,3.64,1145949.38
1992-02-29,DIGI,30067,-0.0,88.7,4.37,239631.25
1992-02-29,WX,15368,-0.0,87.6,3.88,6808400.0
1992-02-29,GFS,32205,-0.0,87.5,2.38,1489485.38
1992-02-29,BFI,53786,-0.0,86.5,0.54,3531858.12
1992-02-29,OG,34841,-0.0,85.9,0.58,1004751.0
1992-02-29,JR,61583,-0.0,85.7,2.96,1751046.0
1992-02-29,GCN,40838,-0.0,85.6,4.03,1502120.0
1992-02-29,DI,19254,-0.0,85.1,1.86,2819649.0
1992-02-29,INGR,44792,-0.0,82.9,0.0,884133.5
1992-02-29,ACV,42083,-0.0,82.5,2.04,422150.25
1992-02-29,WETT,82705,-0.0,80.9,3.45,488612.0
1992-02-29,CYM,87127,-0.0,79.1,1.69,853475.0
1992-02-29,TNV,18147,-0.0,75.9,4.14,652633.75
1992-02-29,TDM,74617,-0.0,70.1,3.32,1462752.75
1992-02-29,CHA,21397,-0.0,68.4,3.34,2415946.0
1992-02-29,SPP,18032,-0.0,66.1,2.61,3004905.0
1992-02-29,AAL,63845,-0.0,64.2,2.23,856317.0
1992-02-29,TIC,47300,-0.0,63.2,3.66,2181774.0
1992-02-29,DAL,26112,-0.0,60.9,4.29,3403320.38
1992-02-29,UTX,17830,-0.0,57.3,3.86,6127262.38
1992-02-29,CBS,20730,-0.0,54.5,3.99,2261754.5
1992-02-29,Z,15456,-0.0,52.6,3.41,3746240.0
1992-02-29,HMX,22250,-0.0,50.3,3.69,172480.0
1992-02-29,GAP,26657,-0.0,46.3,3.06,1198870.12
1992-02-29,KMG,25769,-0.0,34.2,3.11,1790464.5
1992-02-29,HAL,23819,-0.0,27.7,3.6,2941180.0
1992-03-31,MRK,22752,0.1524681416905126,293.4,2.64,56864106.75
1992-03-31,FNM,51043,0.07563717014759587,326.4,6.55,17505355.5
1992-03-31,MER,52919,0.05447622317249054,339.7,8.13,5646135.0
1992-03-31,PE,21776,0.04940391256356893,332.3,7.25,5365442.75
1992-03-31,INTC,59328,0.046650876610620826,302.7,3.74,11403544.75
1992-03-31,PCG,13688,0.0440837308733396,294.2,2.74,12411997.5
1992-03-31,GPS,59010,0.035393371562013956,305.0,4.02,6250037.62
1992-03-31,ORCL,10104,0.03363023425909947,320.1,5.81,1876324.5
1992-03-31,AMD,61241,0.03031303887219744,316.1,5.33,1489633.25
1992-03-31,MCIC,50404,0.029896149140827354,285.7,1.73,8675271.0
1992-03-31,PRD,26438,0.029796928829472668,315.6,5.27,1399865.62
1992-03-31,SGP,25013,0.028095273755092038,271.5,0.05,11375854.88
1992-03-31,MAT,39538,0.027543838306564546,308.7,4.46,2149410.88
1992-03-31,NKE,57665,0.026680362672946868,302.8,3.76,3224432.75
1992-03-31,GD,12052,0.024897056598189866,301.9,3.65,2713996.25
1992-03-31,JP,48485,0.023528671505656927,303.0,3.78,1889052.75
1992-03-31,CPL,23114,0.02347738640959808,293.2,2.62,4239412.0
1992-03-31,RBK,91380,0.02233722348379671,297.2,3.09,2805950.88
1992-03-31,UST,15077,0.0216918417048428,283.0,1.41,5978378.0
1992-03-31,NMK,24184,0.021015069970354357,296.3,2.99,2483825.0
1992-03-31,BGG,17961,0.019557652580530355,300.9,3.53,775632.0
1992-03-31,BMET,18092,0.01885131295639302,293.9,2.7,2180986.5
1992-03-31,SRR,27764,0.018483266194406503,297.0,3.07,1280589.88
1992-03-31,NEC,47028,0.017086425616186313,298.6,3.26,323041.88
1992-03-31,DTE,11674,0.015140746388749609,277.9,0.81,4537297.38
1992-03-31,DJ,58990,0.014076062629122206,281.9,1.28,3134658.0
1992-03-31,HON,18374,0.013985863514080672,273.6,0.3,5106172.5
1992-03-31,NWL,60986,0.013958573087471383,280.5,1.11,3425438.75
1992-03-31,CA,25778,0.011050280643196388,278.4,0.87,2745980.0
1992-03-31,WMB,38156,0.0097689569852307,280.9,1.16,1617830.5
1992-03-31,CTB,27430,0.009608457077919474,278.3,0.85,2181411.5
1992-03-31,CPH,53081,0.00845979404665978,275.1,0.47,2486660.0
1992-03-31,HPC,18016,0.007709379398694545,274.1,0.36,2422199.38
1992-03-31,BV,27087,0.006260919027856265,272.4,0.15,2242072.0
1992-03-31,BNL,19377,0.006028751654936318,274.6,0.41,1614934.0
1992-03-31,LPX,56223,0.005442679266966973,271.1,0.0,2222506.0
1992-03-31,GCO,21055,0.003514376802818051,276.5,0.64,128452.5
1992-03-31,MES,17005,-0.0,104.8,1.79,5130421.75
1992-03-31,ML,20562,-0.0,104.7,1.44,2662237.5
1992-03-31,HDL,39765,-0.0,103.0,2.15,482473.0
1992-03-31,MST,22891,-0.0,102.2,0.94,1354017.0
1992-03-31,IBM,12490,-0.0,100.6,2.84,47729351.5
1992-03-31,BG,10866,-0.0,100.1,2.73,447508.12
1992-03-31,CPQ,68347,-0.0,99.9,0.83,2234767.5
1992-03-31,TJX,40539,-0.0,97.6,2.47,1299950.5
1992-03-31,CGP,38893,-0.0,96.8,3.25,2335918.12
1992-03-31,TNV,18147,-0.0,96.6,4.03,656161.5
1992-03-31,SK,65066,-0.0,96.6,0.05,1387449.38
1992-03-31,DH,49154,-0.0,95.8,3.58,4433196.0
1992-03-31,FON,39087,-0.0,94.9,0.0,4891185.0
1992-03-31,GFS,32205,-0.0,94.9,2.55,1385740.12
1992-03-31,BFI,53786,-0.0,90.1,1.08,3340713.0
1992-03-31,GCN,40838,-0.0,88.8,3.88,1757149.25
1992-03-31,MHS,46703,-0.0,88.8,2.86,1536019.12
1992-03-31,WX,15368,-0.0,86.3,3.81,6318270.5
1992-03-31,WETT,82705,-0.0,85.0,3.39,462948.75
1992-03-31,CBS,20730,-0.0,83.7,3.92,2243541.25
1992-03-31,JR,61583,-0.0,82.7,3.02,1731960.0
1992-03-31,SPP,18032,-0.0,82.3,2.71,3041775.0
1992-03-31,ACV,42083,-0.0,81.1,2.27,428451.0
1992-03-31,CHA,21397,-0.0,80.2,3.3,2555327.5
1992-03-31,DAL,26112,-0.0,79.1,4.15,3115833.5
1992-03-31,DIGI,30067,-0.0,76.4,4.22,224572.88
1992-03-31,TDM,74617,-0.0,75.3,3.32,1316884.12
1992-03-31,INGR,44792,-0.0,70.8,0.62,863640.0
1992-03-31,AAL,63845,-0.0,63.6,2.39,825734.25
1992-03-31,UTX,17830,-0.0,63.2,3.8,6338696.0
1992-03-31,DI,19254,-0.0,54.1,2.06,2686780.0
1992-03-31,HMX,22250,-0.0,48.8,3.62,147392.0
1992-03-31,GAP,26657,-0.0,48.5,3.1,1237081.12
1992-03-31,Z,15456,-0.0,46.3,3.53,4023136.0
1992-03-31,KMG,25769,-0.0,42.3,3.12,1808587.5
1992-03-31,TIC,47300,-0.0,42.2,3.64,2109807.0
1992-03-31,HAL,23819,-0.0,33.5,3.55,2459896.0
1992-04-30,MRK,22752,0.12088047819038036,289.4,2.46,56042790.0
1992-04-30,KO,11308,0.10827757134477826,269.5,0.28,55151840.0
1992-04-30,FNM,51043,0.07041055938501384,335.0,7.44,17129997.0
1992-04-30,MER,52919,0.048169680385325535,337.2,7.68,5030193.0
1992-04-30,PE,21776,0.04633513297726819,331.4,7.05,5719507.5
1992-04-30,PCG,13688,0.041728940510559843,297.4,3.33,12933510.0
1992-04-30,JP,48485,0.03086090717873636,316.5,5.42,1936084.25
1992-04-30,GPS,59010,0.029982570031668432,300.8,3.71,5911716.5
1992-04-30,MAT,39538,0.02915809461911105,312.6,5.0,2157401.25
1992-04-30,AMD,61241,0.027611337758390524,312.1,4.94,1500123.62
1992-04-30,GD,12052,0.02564142759987118,304.1,4.07,2740193.12
1992-04-30,HPC,18016,0.025402261017090113,304.5,4.11,2503912.12
1992-04-30,NKE,57665,0.02444483838912443,301.0,3.73,2997107.25
1992-04-30,CPL,23114,0.02427093889046945,296.1,3.19,4289642.0
1992-04-30,SGP,25013,0.022492708884156543,268.8,0.21,11073171.38
1992-04-30,NMK,24184,0.021811491198144822,297.7,3.37,2568887.5
1992-04-30,INTC,59328,0.021449164197090403,267.0,0.01,11042346.5
1992-04-30,BGG,17961,0.020851996449598554,302.5,3.89,719584.0
1992-04-30,PRD,26438,0.020812532428971794,300.7,3.69,1206995.25
1992-04-30,NEC,47028,0.020052024235731946,302.6,3.9,278484.38
1992-04-30,BMET,18092,0.01991081132982091,296.2,3.2,2011039.5
1992-04-30,UST,15077,0.017974712729423716,277.0,1.1,6428079.0
1992-04-30,HON,18374,0.01796155717520447,281.6,1.61,5123629.5
1992-04-30,ECL,70578,0.017885728971665595,295.7,3.15,1106883.75
1992-04-30,BV,27087,0.01781248326349241,291.4,2.68,2282109.0
1992-04-30,MCIC,50404,0.016999310488113137,266.9,0.0,8773853.62
1992-04-30,DTE,11674,0.016805218668777305,280.0,1.43,4978168.38
1992-04-30,NWL,60986,0.016105813609325743,285.2,2.0,3150265.0
1992-04-30,CA,25778,0.013882033133874618,282.8,1.74,2679545.0
1992-04-30,RBK,91380,0.01288047504437746,280.6,1.5,2783230.62
1992-04-30,CTB,27430,0.011633022499135812,280.8,1.52,2082963.0
1992-04-30,PA,70519,0.01141213533525282,272.2,0.58,4395015.62
1992-04-30,STJM,68591,0.011053669072294195,280.0,1.43,2009621.25
1992-04-30,HRB,49373,0.007046777293982295,267.3,0.04,3524213.0
1992-04-30,LPX,56223,0.006333344110251623,269.7,0.31,2478949.0
1992-04-30,SRR,27764,0.002512744913340892,267.3,0.04,1184063.0
1992-04-30,GCO,21055,0.0011455066901854588,268.5,0.17,139870.5
1992-04-30,GCN,40838,-0.0,100.8,3.81,1796635.75
1992-04-30,TJX,40539,-0.0,99.6,2.37,1134185.0
1992-04-30,CPQ,68347,-0.0,98.9,0.83,2011290.75
1992-04-30,NOBE,57817,-0.0,98.3,1.58,2804321.5
1992-04-30,TX,14736,-0.0,95.8,2.28,16089944.25
1992-04-30,PCLB,64064,-0.0,95.4,3.05,1426271.5
1992-04-30,CGP,38893,-0.0,94.9,3.23,2632747.5
1992-04-30,FON,39087,-0.0,94.0,0.0,5190090.75
1992-04-30,MOB,15966,-0.0,93.9,1.93,25739620.5
1992-04-30,GFS,32205,-0.0,93.6,2.44,1259763.75
1992-04-30,SK,65066,-0.0,92.5,0.12,1643593.88
1992-04-30,CBS,20730,-0.0,91.8,3.83,2589593.0
1992-04-30,JR,61583,-0.0,89.9,2.98,1772712.0
1992-04-30,CHA,21397,-0.0,89.6,3.32,2741169.5
1992-04-30,LOW,61399,-0.0,89.1,3.46,1379104.5
1992-04-30,WX,15368,-0.0,87.7,3.74,6148652.5
1992-04-30,HDL,39765,-0.0,87.3,2.14,449199.0
1992-04-30,BFI,53786,-0.0,86.3,1.04,3340713.0
1992-04-30,UTX,17830,-0.0,86.1,3.72,6582492.0
1992-04-30,MST,22891,-0.0,85.5,0.9,1215852.0
1992-04-30,AMH,60046,-0.0,85.4,4.25,1942482.5
1992-04-30,SPP,18032,-0.0,82.7,2.63,3355170.0
1992-04-30,WETT,82705,-0.0,81.3,3.35,500197.5
1992-04-30,DH,49154,-0.0,81.0,3.51,4361980.0
1992-04-30,DIGI,30067,-0.0,77.4,4.14,203682.38
1992-04-30,AAL,63845,-0.0,73.0,2.32,800248.62
1992-04-30,INGR,44792,-0.0,69.7,0.6,839650.0
1992-04-30,Z,15456,-0.0,67.7,3.48,3681088.0
1992-04-30,DAL,26112,-0.0,65.3,4.07,2942387.5
1992-04-30,MHS,46703,-0.0,63.4,2.76,1500297.75
1992-04-30,DI,19254,-0.0,62.9,1.95,2955458.0
1992-04-30,TDM,74617,-0.0,55.5,3.28,1398340.88
1992-04-30,GAP,26657,-0.0,51.4,3.04,1222752.0
1992-04-30,HMX,22250,-0.0,46.2,3.63,156800.0
1992-04-30,KMG,25769,-0.0,43.8,3.2,1880931.0
1992-04-30,TIC,47300,-0.0,42.2,3.53,2161901.0
1992-04-30,HAL,23819,-0.0,31.5,3.49,2700538.0
1992-05-31,MRK,22752,0.14465343537360456,273.9,0.2,58410114.75
1992-05-31,FNM,51043,0.07332382437461184,320.7,6.07,17471232.0
1992-05-31,PCG,13688,0.06651706593642213,325.8,6.71,13402871.25
1992-05-31,BV,27087,0.04152849254393756,329.8,7.21,2222053.5
1992-05-31,CPL,23114,0.039541288954329436,318.8,5.83,4219320.0
1992-05-31,MER,52919,0.034886431907930344,308.4,4.53,4978864.5
1992-05-31,PA,70519,0.03460805799421809,311.2,4.88,4151599.38
1992-05-31,SO,18411,0.03404000743555311,284.8,1.57,10653322.5
1992-05-31,DTE,11674,0.03226540104489234,304.8,4.08,4831211.38
1992-05-31,HPC,18016,0.030550543656670242,311.1,4.87,2527258.62
1992-05-31,NKE,57665,0.030032749797886855,309.3,4.64,2775764.0
1992-05-31,JP,48485,0.029914427455450227,311.7,4.94,2115588.75
1992-05-31,AMD,61241,0.02865211992785641,312.8,5.08,1321787.25
1992-05-31,GD,12052,0.027923651896009663,306.2,4.25,2708756.88
1992-05-31,UST,15077,0.027400211648616453,291.3,2.38,6295814.0
1992-05-31,RBK,91380,0.027283477251759437,305.6,4.18,2601468.62
1992-05-31,MAT,39538,0.026352342182745042,305.7,4.19,2197353.12
1992-05-31,NMK,24184,0.025718881920034298,303.5,3.91,2500837.5
1992-05-31,DUK,27959,0.02188273191608966,280.1,0.98,6908625.0
1992-05-31,BGG,17961,0.021858666201036558,304.5,4.04,676192.0
1992-05-31,ECL,70578,0.019333640202818247,299.0,3.35,1052126.25
1992-05-31,CSX,62148,0.01766678564537119,273.7,0.18,6826530.75
1992-05-31,GPS,59010,0.01678456588052798,280.0,0.97,4861140.38
1992-05-31,NEM,21207,0.01646526133371944,287.2,1.87,2895115.5
1992-05-31,AGC,48397,0.015338478192202125,276.7,0.55,5114728.0
1992-05-31,PE,21776,0.015169551338050282,274.7,0.3,5556093.0
1992-05-31,HON,18374,0.014794214934016087,275.9,0.45,5097444.0
1992-05-31,NEC,47028,0.01357771115515533,292.9,2.58,267345.0
1992-05-31,CTB,27430,0.01261180840319675,284.2,1.49,2093326.0
1992-05-31,ENE,23317,0.01030747779549233,272.3,0.0,4191168.0
1992-05-31,CA,25778,0.009641718282753257,277.6,0.66,2568820.0
1992-05-31,LPX,56223,0.009391292442760473,278.1,0.73,2339480.0
1992-05-31,VFC,43553,0.007831692418803722,274.4,0.26,2648922.5
1992-05-31,PRD,26438,0.0074475451695725,279.1,0.85,1294098.0
1992-05-31,BMET,18092,0.006959999522863697,275.5,0.4,2013950.5
1992-05-31,PMI,71001,0.0059284667713803765,276.0,0.46,1467001.25
1992-05-31,IK,15747,0.0018159810916618013,275.0,0.34,49832.25
1992-05-31,BG,10866,-0.0,99.6,2.71,391299.38
1992-05-31,NUE,34817,-0.0,99.4,1.96,2234358.0
1992-05-31,AMH,60046,-0.0,99.2,4.12,1831483.5
1992-05-31,MAS,34032,-0.0,97.9,2.04,4341250.0
1992-05-31,UTX,17830,-0.0,96.6,3.55,6399645.0
1992-05-31,SK,65066,-0.0,94.9,0.57,1664939.25
1992-05-31,FON,39087,-0.0,94.2,0.0,4999878.0
1992-05-31,WETT,82705,-0.0,91.2,3.25,468270.0
1992-05-31,SPP,18032,-0.0,91.2,2.6,3161602.5
1992-05-31,CPQ,68347,-0.0,90.5,1.57,2277334.5
1992-05-31,GFS,32205,-0.0,89.8,2.47,1215301.5
1992-05-31,JR,61583,-0.0,88.9,3.12,1772712.0
1992-05-31,LOW,61399,-0.0,88.5,3.38,1597576.5
1992-05-31,CHA,21397,-0.0,86.4,3.31,2659863.62
1992-05-31,WX,15368,-0.0,85.0,3.75,5767012.0
1992-05-31,BFI,53786,-0.0,81.4,1.41,3187117.0
1992-05-31,CGP,38893,-0.0,80.4,4.07,2774709.38
1992-05-31,NOBE,57817,-0.0,80.2,1.64,2609861.25
1992-05-31,DI,19254,-0.0,80.1,2.0,3089797.0
1992-05-31,MST,22891,-0.0,79.0,0.97,1234274.0
1992-05-31,AAL,63845,-0.0,78.2,2.03,846122.75
1992-05-31,DIGI,30067,-0.0,76.2,4.06,214127.62
1992-05-31,CIC,46658,-0.0,75.3,3.15,1521556.88
1992-05-31,GOSHA,90721,-0.0,75.3,0.86,293871.0
1992-05-31,RYC,64346,-0.0,74.9,3.68,1301926.38
1992-05-31,DH,49154,-0.0,73.6,3.42,4833786.0
1992-05-31,PCLB,64064,-0.0,73.5,3.02,1578251.25
1992-05-31,TJX,40539,-0.0,60.7,2.4,1230154.5
1992-05-31,DAL,26112,-0.0,59.1,3.98,2824692.0
1992-05-31,INGR,44792,-0.0,56.3,1.44,755685.0
1992-05-31,TDM,74617,-0.0,51.6,3.34,1506949.88
1992-05-31,GAP,26657,-0.0,50.7,3.0,1232304.75
1992-05-31,KMG,25769,-0.0,49.8,3.33,2031646.62
1992-05-31,Z,15456,-0.0,48.3,3.44,3583360.0
1992-05-31,HMX,22250,-0.0,46.9,3.6,137984.0
1992-05-31,TIC,47300,-0.0,37.5,3.52,2083760.0
1992-05-31,HAL,23819,-0.0,34.6,3.23,3101608.0
1992-06-30,MO,13901,0.10349959489088055,273.1,0.04,67182601.5
1992-06-30,MRK,22752,0.09325223865189392,283.2,1.32,56364360.0
1992-06-30,KO,11308,0.08104289414835342,272.8,0.0,52702360.0
1992-06-30,FNM,51043,0.05805479241734354,324.1,6.49,16652268.0
1992-06-30,PCG,13688,0.05658765616374374,329.2,7.13,13600437.75
1992-06-30,BV,27087,0.038897613757287695,328.8,7.08,2261096.25
1992-06-30,JP,48485,0.03442239825558124,322.0,6.22,2147852.5
1992-06-30,MER,52919,0.034099709557166846,314.1,5.22,5187461.0
1992-06-30,PA,70519,0.033147075457641555,314.9,5.33,4238902.5
1992-06-30,TCOMA,75030,0.03264174690536708,306.4,4.25,7406533.88
1992-06-30,HPC,18016,0.029341003689982152,313.2,5.11,2463055.75
1992-06-30,CPL,23114,0.028442213748892983,307.9,4.44,4058584.0
1992-06-30,NKE,57665,0.025444861106048895,305.8,4.17,2973178.25
1992-06-30,MAT,39538,0.02435454269169665,305.4,4.12,2428671.25
1992-06-30,GD,12052,0.02349911103789827,302.6,3.77,3024087.38
1992-06-30,AMD,61241,0.022476074159765057,306.5,4.26,754643.75
1992-06-30,SO,18411,0.02129251119739629,279.7,0.87,11008433.25
1992-06-30,UST,15077,0.021280761220069472,292.1,2.44,5900384.0
1992-06-30,AGC,48397,0.02078734273044107,292.7,2.52,5332719.0
1992-06-30,ENE,23317,0.01905066621493241,291.8,2.4,4573545.62
1992-06-30,BGG,17961,0.01750664739762057,298.9,3.3,649072.0
1992-06-30,DTE,11674,0.017246876676223502,288.9,2.04,4593375.0
1992-06-30,AMB,10225,0.014916439832985086,274.3,0.19,9083206.5
1992-06-30,BMET,18092,0.01462610253412943,291.2,2.33,1943036.75
1992-06-30,SRV,51625,0.01459858357541165,292.7,2.52,1308156.25
1992-06-30,NEM,21207,0.014299289670816204,287.4,1.85,3293538.0
1992-06-30,PRD,26438,0.013803785460985197,291.4,2.35,1326017.62
1992-06-30,DUK,27959,0.013247898698153746,276.7,0.49,7010975.0
1992-06-30,CSX,62148,0.013052448627516332,277.6,0.61,6513682.5
1992-06-30,NMK,24184,0.012578610414919342,286.4,1.72,2585900.0
1992-06-30,CTB,27430,0.0107811996271566,285.0,1.54,1992892.62
1992-06-30,PMI,71001,0.008795537351965152,284.0,1.42,1112935.62
